"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"21:05:48.2684823","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Service","SUCCESS","Type: REG_SZ, Length: 38, Data: SurfaceLightSensor"
"21:05:48.2684929","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS","Desired Access: Read"
"21:05:48.2685448","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Filters","NAME NOT FOUND","Desired Access: Read/Write"
"21:05:48.2685533","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\LowerFilters","SUCCESS","Type: REG_MULTI_SZ, Length: 10, Data: vhf"
"21:05:48.2686576","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Service","SUCCESS","Type: REG_SZ, Length: 38, Data: SurfaceLightSensor"
"21:05:48.2687422","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Filters","NAME NOT FOUND","Desired Access: Read/Write"
"21:05:48.2687508","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\UpperFilters","NAME NOT FOUND","Length: 182"
"21:05:48.2687996","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2688184","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Query Value"
"21:05:48.2688336","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","NAME NOT FOUND","Length: 140"
"21:05:48.2688421","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:48.2688551","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties","SUCCESS","Desired Access: Create Sub Key"
"21:05:48.2688666","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}","SUCCESS","Desired Access: Create Sub Key, Disposition: REG_OPENED_EXISTING_KEY"
"21:05:48.2688792","System","4","RegCreateKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Set Value, Create Sub Key, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"21:05:48.2688896","System","4","RegSetValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 30"
"21:05:48.2689069","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:48.2689139","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}","SUCCESS",""
"21:05:48.2689208","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties","SUCCESS",""
"21:05:48.2689434","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Query Value"
"21:05:48.2689573","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 20, Data: "
"21:05:48.2689695","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:48.2689896","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{3ab22e31-8264-4b4e-9af5-a8d2d8e33e62}\0025","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2690056","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0009","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2690185","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{24daeb80-9823-4ff8-92a6-3a4c6189f82c}\0002","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2690349","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 48"
"21:05:48.2690468","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:48.2690585","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:48.2690720","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{80d81ea6-7473-4b0c-8216-efc11a2c4c8b}\0005","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2691063","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2691139","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\0","SUCCESS",""
"21:05:48.2691227","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2691341","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS","Desired Access: Read"
"21:05:48.2691466","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:48.2691499","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0001","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2691580","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:48.2691628","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0013","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2691713","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2691886","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:48.2691984","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Filters","NAME NOT FOUND","Desired Access: Read/Write"
"21:05:48.2692067","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\LowerFilters","SUCCESS","Type: REG_MULTI_SZ, Length: 10, Data: vhf"
"21:05:48.2847577","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Service","SUCCESS","Type: REG_SZ, Length: 38, Data: SurfaceLightSensor"
"21:05:48.2972231","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Filters","NAME NOT FOUND","Desired Access: Read/Write"
"21:05:48.2972352","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\UpperFilters","NAME NOT FOUND","Length: 524"
"21:05:48.2972827","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Desired Access: Read"
"21:05:48.2972967","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:48.2973031","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:48.2973100","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters\DMA Management","NAME NOT FOUND","Desired Access: Read"
"21:05:48.2973181","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS",""
"21:05:48.2974112","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\001A","SUCCESS","Desired Access: Query Value"
"21:05:48.2974237","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\001A\(Default)","SUCCESS","Type: <Unknown: 4294905859>, Length: 1, Data: "
"21:05:48.2974318","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\001A","SUCCESS",""
"21:05:48.2974432","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:48.2974533","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0012","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2974635","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2975004","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Desired Access: Read"
"21:05:48.2975150","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:48.2975216","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:48.2975285","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters\FunctionDriverOptIn","NAME NOT FOUND","Length: 16"
"21:05:48.2975390","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS",""
"21:05:48.2975512","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Desired Access: Read"
"21:05:48.2975612","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:48.2975671","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:48.2975730","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters\VhfMode","NAME NOT FOUND","Length: 16"
"21:05:48.2975808","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS",""
"21:05:48.2975906","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Desired Access: Read"
"21:05:48.2976001","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:48.2976060","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:48.2976117","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters\IdleSupported","NAME NOT FOUND","Length: 16"
"21:05:48.2976194","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS",""
"21:05:48.2976657","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Desired Access: Read Control"
"21:05:48.2976763","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:48.2976827","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:48.2976902","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters\WUDF\CompanionConfigurations","NAME NOT FOUND","Desired Access: Read"
"21:05:48.2976991","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS",""
"21:05:48.2977237","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:05:48.2977367","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:48.2977476","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2978543","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Desired Access: Read Control"
"21:05:48.2978684","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:48.2978755","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:48.2978829","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters\WUDF\CompanionConfigurations","NAME NOT FOUND","Desired Access: Read"
"21:05:48.2978920","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Device Parameters","SUCCESS",""
"21:05:48.2982831","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\DeviceType","NAME NOT FOUND","Length: 140"
"21:05:48.2983229","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Exclusive","NAME NOT FOUND","Length: 140"
"21:05:48.2983546","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\DeviceCharacteristics","NAME NOT FOUND","Length: 140"
"21:05:48.2983852","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Security","NAME NOT FOUND","Length: 140"
"21:05:48.2984688","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS","Desired Access: All Access"
"21:05:48.2984806","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0019","SUCCESS","Desired Access: Query Value"
"21:05:48.2984924","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0019\(Default)","SUCCESS","Type: <Unknown: 4294901767>, Length: 4, Data: "
"21:05:48.2985003","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{83da6326-97a6-4088-9453-a1923f573b29}\0019","SUCCESS",""
"21:05:48.2985079","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2985138","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2985319","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:48.2985466","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Query Value"
"21:05:48.2985584","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 30, Data: "
"21:05:48.2985666","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:48.2985733","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2985821","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS","Desired Access: Query Value, Maximum Allowed"
"21:05:48.2985947","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS","Desired Access: Query Value"
"21:05:48.2986049","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A\(Default)","SUCCESS","Type: <Unknown: 4294901778>, Length: 30, Data: "
"21:05:48.2986127","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\000A","SUCCESS",""
"21:05:48.2986195","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\MSHW0184\1","SUCCESS",""
"21:05:48.2986517","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Device Parameters","SUCCESS","Desired Access: All Access"
"21:05:48.2986655","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:48.2986728","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:48.2986809","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Device Parameters\e5b3b5ac-9725-4f78-963f-03dfb1d828c7","NAME NOT FOUND","Desired Access: All Access"
"21:05:48.2986904","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Device Parameters","SUCCESS",""
"21:05:48.2987285","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1","SUCCESS","Desired Access: All Access"
"21:05:48.2987402","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 48"
"21:05:48.2987488","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\UINumber","NAME NOT FOUND","Length: 140"
"21:05:48.2987569","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Address","NAME NOT FOUND","Length: 140"
"21:05:48.2987645","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1","SUCCESS",""
"21:05:48.2987869","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1","SUCCESS","Desired Access: Read"
"21:05:48.2988022","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0009","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2988167","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Properties\{24daeb80-9823-4ff8-92a6-3a4c6189f82c}\0002","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2988256","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1","SUCCESS",""
"21:05:48.2988407","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1","SUCCESS","Desired Access: Read"
"21:05:48.2988516","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1\Devices","NAME NOT FOUND","Desired Access: Read"
"21:05:48.2988596","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\1","SUCCESS",""
"21:05:48.2989713","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Device Parameters","SUCCESS","Desired Access: All Access"
"21:05:48.2989883","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:48.2989953","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:48.2990030","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Device Parameters\e5b3b5ac-9725-4f78-963f-03dfb1d828c7","NAME NOT FOUND","Desired Access: All Access"
"21:05:48.2990124","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Device Parameters","SUCCESS",""
"21:05:48.2990306","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2","SUCCESS","Desired Access: All Access"
"21:05:48.2990419","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 48"
"21:05:48.2990506","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\UINumber","NAME NOT FOUND","Length: 140"
"21:05:48.2990586","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Address","NAME NOT FOUND","Length: 140"
"21:05:48.2990679","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2","SUCCESS",""
"21:05:48.2990847","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2","SUCCESS","Desired Access: Read"
"21:05:48.2990989","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0009","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2991129","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Properties\{24daeb80-9823-4ff8-92a6-3a4c6189f82c}\0002","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2991214","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2","SUCCESS",""
"21:05:48.2991364","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2","SUCCESS","Desired Access: Read"
"21:05:48.2991479","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2\Devices","NAME NOT FOUND","Desired Access: Read"
"21:05:48.2991555","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0010\2","SUCCESS",""
"21:05:48.2992550","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\Device Parameters","SUCCESS","Desired Access: All Access"
"21:05:48.2992705","System","4","RegQueryKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\Device Parameters","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:05:48.2992774","System","4","RegSetInfoKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\Device Parameters","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:05:48.2992849","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\Device Parameters\e5b3b5ac-9725-4f78-963f-03dfb1d828c7","NAME NOT FOUND","Desired Access: All Access"
"21:05:48.2992946","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\Device Parameters","SUCCESS",""
"21:05:48.2993112","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0","SUCCESS","Desired Access: All Access"
"21:05:48.2993223","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\Capabilities","SUCCESS","Type: REG_DWORD, Length: 4, Data: 48"
"21:05:48.2993309","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\UINumber","NAME NOT FOUND","Length: 140"
"21:05:48.2993389","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\Address","NAME NOT FOUND","Length: 140"
"21:05:48.2993462","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0","SUCCESS",""
"21:05:48.2993676","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:05:48.2993831","System","4","RegQueryValue","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\ConfigFlags","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"21:05:48.2993944","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0","SUCCESS","Desired Access: Read"
"21:05:48.2994052","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\Properties\{540b947e-8b40-45bc-a8a2-6a0b894cbda2}\0009","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2994189","System","4","RegOpenKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0\Properties\{24daeb80-9823-4ff8-92a6-3a4c6189f82c}\0002","NAME NOT FOUND","Desired Access: Query Value"
"21:05:48.2994276","System","4","RegCloseKey","HKLM\System\CurrentControlSet\Enum\ACPI\AMDI0060\0","SUCCESS",""
